Stocks,Date,Party,Category,Transaction Type,Quantity,Value Traded (₹),Holdings change(%),Average Trade Price(₹)
"GP Eco Solutions India Ltd","2024-07-02","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","73200","26007228","1.0166666666666666","355.29"
"G M Breweries Ltd","2024-07-02","SETU SECURITIES PVT LTD","Bulk","sell","137376","109224910.08","0.6012888606769686","795.08"
"G M Breweries Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","149370","109952750.7","0.6537860843183584","736.11"
"EPL Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","1714425","371070147","0.5385784403603365","216.44"
"Durlax Top Surface Ltd","2024-07-02","ALPHA ALTERNATIVES MSAR LLP","Bulk","sell","98000","8271200.000000001","0.7857475024454387","84.4"
"Durlax Top Surface Ltd","2024-07-02","VISHAL BIPINKUMAR DOSHI","Bulk","sell","110000","9623900","0.8819614823367169","87.49"
"Durlax Top Surface Ltd","2024-07-02","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","10000","844000","0.08017831657606517","84.4"
"Durlax Top Surface Ltd","2024-07-02","ALPHA ALTERNATIVES FINANCIAL SERVICES PRIVATE LIMITED","Bulk","sell","84000","7089600.000000001","0.6734978592389474","84.4"
"Divine Power Energy Ltd","2024-07-02","SETU SECURITIES PVT LTD","Bulk","buy","144000","22086720","0.9126007346435914","153.38"
"Dhani Services Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","buy","3102669","173501250.48000002","0.5068495618975486","55.92"
"DCX Systems Ltd","2024-07-02","QE SECURITIES LLP","Bulk","sell","1032365","444391837.9","1.0673343860160147","430.46"
"DCX Systems Ltd","2024-07-02","QE SECURITIES LLP","Bulk","buy","1048898","453963054.40000004","1.0844274097082192","432.8"
"Atul Auto Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","sell","331956","261202898.16","1.3901455017785962","786.86"
"Angel One Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","459451","1092330968.9699998","0.5507701108781913","2377.47"
"Allied Digital Services Ltd","2024-07-02","AAKRAYA RESEARCH LLP","Bulk","buy","955928","218123651.04","1.7432003864215029","228.18"
"Allcargo Gati Ltd","2024-07-02","MACQUARIE BANK LIMITED","Bulk","sell","1000000","101090000","0.7677423707194975","101.09"
"Orient Paper and Industries Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","sell","4484623","266252067.51","2.1134342777432185","59.37"
"Orient Paper and Industries Ltd","2024-07-02","QE SECURITIES LLP","Bulk","buy","2279080","135354561.2","1.0740447510791908","59.39"
"Megasoft Ltd","2024-07-02","A.T. TRADE OVERSEAS PRIVATE LIMITED","Bulk","buy","205619","14545488.059999999","0.2787296810638888","70.74"
"Medicamen Organics Ltd","2024-07-02","MANSI SHARE AND STOCK ADVISORS PVT LTD","Bulk","sell","208000","32188000","2.4186046511627906","154.75"
"Kamdhenu Ventures Ltd","2024-07-02","FLYONTRIP SERVICES PRIVATE LIMITED .","Bulk","sell","1636863","69059249.97","1.5193191580278465","42.19"
"Kamdhenu Ventures Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","buy","1399985","59037367.45","1.2994514699468522","42.17"
"JK Paper Ltd","2024-07-02","QE SECURITIES LLP","Bulk","sell","1391009","847861715.77","0.8211273629129949","609.53"
"JK Paper Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","1620514","958258543.6200001","0.9566065980763525","591.33"
"Hilton Metal Forging Ltd","2024-07-02","SETU SECURITIES PVT LTD","Bulk","sell","410437","33413676.169999998","1.9544619047619047","81.41"
"Hilton Metal Forging Ltd","2024-07-02","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","413504","33646820.480000004","1.9690666666666667","81.37"
"Sawaca Business Machines Ltd","2024-07-02","TOPGAIN FINANCE PRIVATE LIMITED","Bulk","sell","4500781","3735648.23","30.29553298039539","0.83"
"Sawaca Business Machines Ltd","2024-07-02","SHOBHABEN MANSUKHBHAI BHUT","Bulk","sell","5000000","4099999.9999999995","33.65586214969734","0.82"
"Sawaca Business Machines Ltd","2024-07-02","SAUMIL ARVINDBHAI BHAVNAGARI","Bulk","sell","14110552","11570652.639999999","94.98055859362722","0.82"
"Sawaca Business Machines Ltd","2024-07-02","MOOLCHAND KIRAN KUMAR JAIN","Bulk","sell","20000000","16399999.999999998",,"0.82"
"Remedium Lifecare Ltd","2024-07-02","NISHCHAYA TRADINGS PRIVATE LIMITED","Bulk","sell","629281","52406521.68","6.2428670634920636","83.28"
"Relicab Cable Manufacturing Ltd","2024-07-02","SWAPNIL  JAIN","Bulk","sell","62740","6445907.6","0.6215165995651959","102.74"
"Relicab Cable Manufacturing Ltd","2024-07-02","MENTAX IMPEX PRIVATE LIMITED","Bulk","buy","90000","9311400","0.8915603117766597","103.46"
"Mihika Industries Ltd","2024-07-02","VAKANDA SERVICES PRIVATE LIMITED","Bulk","buy","840","21168","0.0084","25.2"
"Martin Burn Ltd","2024-07-02","SUNDERDEVI GOVIND MAHESHWARI","Bulk","sell","33213","2375725.89","0.6444297370184168","71.53"
"Khoobsurat Ltd","2024-07-02","AVANTIKA COMMOSALES LLP","Bulk","buy","5066000","6079200","2.9763701743194306","1.2"
"Janus Corporation Ltd","2024-07-02","DEEPAK MAHAVEERCHAND JAIN (HUF)","Bulk","buy","77000","520520","0.575013068478829","6.76"
"Gconnect Logitech and Supply Chain Ltd","2024-07-02","VAXFAB ENTERPRISES LIMITED","Bulk","sell","48000","3703200.0000000005","8.892235003986684","77.15"
"Dhyaani Tradeventtures Ltd","2024-07-02","JASPREET  SINGH","Bulk","buy","28000","644000","0.6579135343716587","23"
"Dhyaani Tradeventtures Ltd","2024-07-02","SHIV SHAKTI TRADING COMPANY","Bulk","buy","50400","1159200","1.1842443618689855","23"
"Ascensive Educare Ltd","2024-07-02","SHRUTI SHAILESHBHAI SHAH","Bulk","buy","50000","3450000","1.558061472380556","69"
"Arihant's Securities Ltd","2024-07-02","PIYUSH PALIWAL","Bulk","sell","25693","642838.86","0.51386","25.02"
"Arihant's Securities Ltd","2024-07-02","AMRITA  JAIN","Bulk","buy","108374","2776541.88","2.16748","25.62"
"Amraworld Agrico Ltd","2024-07-02","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","Bulk","buy","1000000","1450000","0.8312551953449709","1.45"
"AA Plus Tradelink Ltd","2024-07-02","MANSUKHBHAI GORDHANBHAI BHUT","Bulk","buy","240000","4968000","2.9394473838918285","20.7"
"AA Plus Tradelink Ltd","2024-07-02","ANKIT MAHENDRABHAI PARLESHA","Bulk","sell","1704000","34983120","20.870076425631982","20.53"
"7Seas Entertainment Ltd","2024-07-02","GANGAVARAPU PRASANTH","Bulk","sell","100000","6337000","0.6606808977332038","63.37"
"Titan Intech Ltd","2024-07-02","BHAIJEE PORTFOLIO PRIVATE LIMITED","Bulk","buy","100000","4691000","1.2267942061552093","46.91"
"Titan Intech Ltd","2024-07-02","JAGDISH PRASAD VERMA","Bulk","buy","110000","5039100","1.3494736267707301","45.81"
"Coforge Ltd","2024-07-02","Rajeev Pandey","Insider - Designated Person","buy","409","2312384","0.0006695360131798737","5653.750611246944"
"Trucap Finance Ltd","2024-07-02","HJS SECURITIES PRIVATE LIMITED","Bulk","buy","625000","31881250","0.5377976400166051","51.01"
"Sakuma Exports Ltd","2024-07-02","SHUBHAM ASHOKBHAI PATEL","Bulk","buy","8842431","313375754.64","3.7548223549341624","35.44"
"Reliance Industrial Infrastructure Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","sell","92213","129693895.98","0.610682119205298","1406.46"
"Reliance Industrial Infrastructure Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","buy","79323","110883242.00999999","0.525317880794702","1397.87"
"Reliance Industrial Infrastructure Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","101216","142982782.4","0.6703046357615894","1412.65"
"Refex Industries Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","1060315","221054471.2","0.9592562074388665","208.48"
"Rachana Infrastructure Ltd","2024-07-02","CHANDAN  CHAURASIYA","Bulk","sell","160300","12824000","0.86159634506853","80"
"Race Eco Chain Ltd","2024-07-02","ANKIT MITTAL","Bulk","buy","133500","59769285","0.8124292547559062","447.71"
"Pondy Oxides and Chemicals Ltd","2024-07-02","NK SECURITIES RESEARCH PRIVATE LIMITED","Bulk","buy","70521","68413127.31","0.6066437386341936","970.11"
"Veranda Learning Solutions Ltd","2024-07-02","GKK CAPITAL MARKETS PRIVATE LIMITED","Bulk","buy","400000","108272000","0.6496449617199143","270.68"
"Trucap Finance Ltd","2024-07-02","MAHEBUB NURMAHAMMAD RAYMA","Bulk","sell","625000","31906250","0.5377976400166051","51.05"
"Orient Paper and Industries Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","2693911","159371774.76","1.2695390111029425","59.16"
"Orient Paper and Industries Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","2693911","159290957.43","1.2695390111029425","59.13"
"Nahar Poly Films Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","183977","56124023.62","0.7482392522430972","305.06"
"Mohini Health & Hygiene Ltd","2024-07-02","PLUTUS CAPITAL MANAGEMENT LLP","Bulk","sell","294000","17901660","1.6122044977215273","60.89"
"Mohini Health & Hygiene Ltd","2024-07-02","VEDANT KOTTON PRIVATE LIMITED","Bulk","buy","135000","8194500","0.7402979836476401","60.7"
"Medicamen Organics Ltd","2024-07-02","ASHWIN STOCKS AND INVESTMENT PRIVATE LIMITED","Bulk","buy","92000","14664800","1.069767441860465","159.4"
"Kshitij Polyline Ltd","2024-07-02","RAMESH LAL","Bulk","buy","369054","2675641.5","0.7286022182987436","7.25"
"Krishca Strapping Solutions Ltd","2024-07-02","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","Bulk","sell","75500","28032395","0.8628571428571429","371.29"
"Kamdhenu Ventures Ltd","2024-07-02","JAINAM BROKING LIMITED","Bulk","sell","3000000","126600000.00000001","2.784568698836457","42.2"
"Kalahridhaan Trendz Ltd","2024-07-02","SHUBHAM ASHOKBHAI PATEL","Bulk","sell","102000","4926600","1.6736401673640164","48.3"
"JK Paper Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","sell","962271","582895658.25","0.568038775189557","605.75"
"IOL Chemicals and Pharmaceuticals Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","414429","181296110.34","0.7059457561575745","437.46"
"Pearl Global Industries Ltd","2024-07-02","ABU DHABI INVESTMENT AUTHORITY","Bulk","buy","585912","421944526.8","2.6886810635193052","720.15"
"Atul Auto Ltd","2024-07-02","QE SECURITIES LLP","Bulk","sell","182959","144312570.43","0.766184768041277","788.77"
"Atul Auto Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","308335","241293720.95000002","1.2912268893796268","782.57"
"Atul Auto Ltd","2024-07-02","QE SECURITIES LLP","Bulk","buy","184954","145579142.94","0.7745393098361182","787.11"
"Allied Digital Services Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","696491","158124351.73","1.2700991919256461","227.03"
"Allied Digital Services Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","696491","158082562.27","1.2700991919256461","226.97"
"Allied Digital Services Ltd","2024-07-02","QE SECURITIES LLP","Bulk","buy","487333","110970597.43","0.8886852084215028","227.71"
"Akiko Global Services Ltd","2024-07-02","ZINNIA GLOBAL FUND PCC- CELL DEWCAP FUND","Bulk","sell","56000","5234320",,"93.47"
"Akiko Global Services Ltd","2024-07-02","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","67200","6414912",,"95.46"
"Ajooni Biotech Ltd","2024-07-02","BHUMIKABEN SUNILBHAI PATEL","Bulk","sell","1800000","11358000","1.8100124429662305","6.31"
"Ahimsa Industries Ltd","2024-07-02","RCSPL SHARE BROKING PRIVATE LIMITED","Bulk","buy","60000","1188000","1.0960926125184738","19.8"
"Hilton Metal Forging Ltd","2024-07-02","ELAN VENTURES PRIVATE LIMITED","Bulk","buy","236313","19424928.6","1.1253","82.2"
"Globe Textiles (India) Ltd","2024-07-02","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","Bulk","sell","52745","180387.9","0.028645342468675138","3.42"
"Felix Industries Ltd","2024-07-02","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","129500","37864505","2.5427056744551346","292.39"
"Durlax Top Surface Ltd","2024-07-02","EVERMORE SHARE BROKING PRIVATE LIMITED","Bulk","buy","230000","19478700","1.8441012812494988","84.69"
"Divine Power Energy Ltd","2024-07-02","VISHAL BIPINKUMAR DOSHI","Bulk","buy","126000","20506500","0.7985256428131424","162.75"
"Sawaca Business Machines Ltd","2024-07-02","SANJEEV HARBANSLAL BHATIA","Bulk","buy","4000000","3280000","26.924689719757875","0.82"
"Sawaca Business Machines Ltd","2024-07-02","MANSUKHBHAI GORDHANBHAI BHUT","Bulk","sell","5000000","4099999.9999999995","33.65586214969734","0.82"
"Remedium Lifecare Ltd","2024-07-02","NK SECURITIES RESEARCH PVT. LTD.","Bulk","sell","668735","54675773.6","6.634275793650794","81.76"
"Pearl Global Industries Ltd","2024-07-02","LTS INVESTMENT FUND LTD","Bulk","sell","575737","418514740.03999996","2.641989188593875","726.92"
"Mini Diamonds (India) Ltd","2024-07-02","SVASTI COMMERCIAL LLP","Bulk","sell","45925","4135087.0000000005","1.3311594202898553","90.04"
"Kamdhenu Ltd","2024-07-02","SW CAPITAL PRIVATE LIMITED","Bulk","buy","129706","72730045.38","0.48154294518386515","560.73"
"Gujarat Cotex Ltd","2024-07-02","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","93581","587688.68","0.6569853973602919","6.28"
"Goel Food Products Ltd","2024-07-02","FUSIONCHARTS TECHNOLOGIES LLP","Bulk","sell","28800","5051520","0.7638446849140674","175.4"
"Diksha Greens Ltd","2024-07-02","ANISHA JANAK MIRCHANDANI","Bulk","buy","100000","490000.00000000006","1.013449488157336","4.9"
"Longspur International Ventures Ltd","2024-07-02","HIREN PARAMANANDDAS SHAH","Bulk","buy","88148","676095.16","0.859980487804878","7.67"
"Aspira Pathlab & Diagnostics Ltd","2024-07-02","SOCRADAMUS CAPITAL PRIVATE LIMITED  .","Bulk","sell","125000","3606250","1.2144175653356648","28.85"
"Arihant's Securities Ltd","2024-07-02","SUMANCHEPURI","Bulk","buy","2","50.12","0.00004","25.06"
"Arihant's Securities Ltd","2024-07-02","SUMANCHEPURI","Bulk","sell","113000","2908620","2.26","25.74"
"Amraworld Agrico Ltd","2024-07-02","SUMANCHEPURI","Bulk","sell","1424830","2051755.2","1.184397339983375","1.44"
"Abhinav Leasing & Finance Ltd","2024-07-02","PRITHVI  FINMART  PRIVATE LIMITED","Bulk","buy","184650","596419.5","0.36944777911164467","3.23"
"Sharika Enterprises Ltd","2024-07-02","VIPUL D SHAH HUF","Bulk","sell","300000","7113000","0.6928406466512702","23.71"
"Sawaca Business Machines Ltd","2024-07-02","SANJEEV HARBANSLAL BHATIA","Bulk","sell","1457803","1224554.52","9.812723361883046","0.84"
"Kay Power and Paper Ltd","2024-07-02","Chandra Trading and Investment Private Limited","Insider - Promoter Group","buy","2750000","82775000","25.845864661654137","30.1"
"Mideast Portfolio Management Ltd","2024-07-02","DILIP S SHAH","Insider - Promoter Group","sell","5400","54000",,"10"
"JSW Energy Ltd","2024-07-02","JSW Energy Employees Welfare Trust","Insider - Trust","sell","84","61073","0.000005120277020055682","727.0595238095239"
"Ahmedabad Steel Craft Ltd","2024-07-02","Sunil Dutt Pandey","Insider - Promoter & Director","buy","488363","26371602","11.934579667644185","54"
"Sylvan Plyboard (India) Ltd","2024-07-01","YOGOMAYA DEALERS PRIVATE LIMITED","Bulk","buy","150000","10033500","1.0756897241834735","66.89"
"Stanley Lifestyles Ltd","2024-07-01","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","450452","227793576.4","3.1179175238011956","505.7"
"Stanley Lifestyles Ltd","2024-07-01","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","450452","227608891.08","3.1179175238011956","505.29"
"Sakuma Exports Ltd","2024-07-01","SHUBHAM ASHOKBHAI PATEL","Bulk","sell","6424818","229815739.86","2.728214701679142","35.77"
"Sakuma Exports Ltd","2024-07-01","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","1968603","70810649.91","0.8359414455584054","35.97"
"Roto Pumps Ltd","2024-07-01","QE SECURITIES LLP","Bulk","buy","157981","96671733.52","0.5030098429983888","611.92"
"Reliance Industrial Infrastructure Ltd","2024-07-01","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","79293","110018244.57000001","0.5251192052980133","1387.49"
"Reliance Industrial Infrastructure Ltd","2024-07-01","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","79293","109900890.92999999","0.5251192052980133","1386.01"
"Pratham EPC Projects Ltd","2024-07-01","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","89600","32566912.000000004","0.691358024691358","363.47"
"Pratham EPC Projects Ltd","2024-07-01","TOPGAIN FINANCE PRIVATE LIMITED","Bulk","buy","102400","37308416","0.7901234567901234","364.34"
"Nidan Laboratories and Healthcare Ltd","2024-07-01","MITTAL PUNEET","Bulk","sell","87000","3292080.0000000005","0.6258992805755397","37.84"
"Nidan Laboratories and Healthcare Ltd","2024-07-01","MITTAL PUNEET","Bulk","buy","87000","3301650.0000000005","0.6258992805755397","37.95"
"Nath Bio-Genes (I) Ltd","2024-07-01","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","103767","24525330.45","0.5460271521784887","236.35"
"Medicamen Organics Ltd","2024-07-01","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","80000","11000000","0.9302325581395349","137.5"
"Mason Infratech Ltd","2024-07-01","STCI PRIMARY DEALER LIMITED","Bulk","sell","116000","10208000","1.16","88"
"Winny Immigration & Education Services Ltd","2024-07-01","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","65000","14794000","4.281949934123847","227.6"
"Visaman Global Sales Ltd","2024-07-01","VISHAL BIPINKUMAR DOSHI","Bulk","buy","276000","13068600","3.942857142857143","47.35"
"Visagar Polytex Ltd","2024-07-01","AJAY PITAMBAR CHOUDHARY","Bulk","sell","1831832","1978378.56","0.6258382842581353","1.08"
"Visagar Polytex Ltd","2024-07-01","AJAY PITAMBAR CHOUDHARY","Bulk","buy","324075","346760.25","0.11071896438699357","1.07"
"India Cements Ltd","2024-07-01","HRTI PRIVATE LIMITED","Bulk","sell","1622175","466472643","0.5234557296047403","287.56"
"Mason Infratech Ltd","2024-07-01","JITENDRA MULARAM CHOUDHARY","Bulk","buy","140000","12404000","1.4","88.6"
"Mahanagar Gas Ltd","2024-07-01","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","496001","841083775.73","0.5021382440896778","1695.73"
"Krishna Defence & Allied Industries Ltd","2024-07-01","CREDENT ASSET MANAGEMENT SERVICES PRIVATE LIMITED PMS A/C ORBIS0000154","Bulk","sell","99000","103805460","0.8647798742138365","1048.54"
"Godha Cabcon & Insulation Ltd","2024-07-01","CAMELLIA TRADEX PRIVATE LIMITED","Bulk","sell","4038526","3755829.18","1.5813048176920188","0.93"
"Godha Cabcon & Insulation Ltd","2024-07-01","CAMELLIA TRADEX PRIVATE LIMITED","Bulk","buy","14038526","13055829.180000002","5.496854247588022","0.93"
"Digispice Technologies Ltd","2024-07-01","LTD MEDIATEK INDIA TECHNOLOGY PVT","Bulk","sell","1430616","68226077.03999999","0.6178661625644615","47.69"
"DCG Cables & Wires Ltd","2024-07-01","SOHAM FINCARE INDIA LLP","Bulk","sell","138000","19245480","1.049429657794677","139.46"
"DCG Cables & Wires Ltd","2024-07-01","RAJEEV S MAHESHWARI HUF","Bulk","sell","103200","14343768.000000002","0.7847908745247149","138.99"
"DCG Cables & Wires Ltd","2024-07-01","LIESHA CORPORATION PRIVATE LIMITED .","Bulk","sell","158400","23118480","1.2045627376425856","145.95"
"DCG Cables & Wires Ltd","2024-07-01","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","Bulk","sell","132000","19075320","1.0038022813688212","144.51"
"CMM Infraprojects Ltd","2024-07-01","PRAFULKUMAR JAYANTILAL SANGHVI HUF","Bulk","buy","159000","322769.99999999994",,"2.03"
"Black Box Ltd","2024-07-01","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","933865","359874216.40000004","0.5561878259328318","385.36"
"Amiable Logistics (India) Ltd","2024-07-01","SHRENI SHARES PVT","Bulk","buy","3200","276800","0.18304541814437708","86.5"
"Allied Digital Services Ltd","2024-07-01","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","614428","123297266.75999999","1.1204516731680536","200.67"
"Akme Fintrade India Ltd","2024-07-01","MANSI SHARE AND STOCK ADVISORS PVT LTD","Bulk","buy","250012","28581371.84","0.7893039670786383","114.32"
